OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
647482,699819,SFO-TX0482-142627,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXTXS,"Texas Forest Service",,,,,,,,,,2008,2454559.5,94,,9.0,Miscellaneous,,,,1.0,B,26.42603,-99.06336,14.0,"MISSING/NOT SPECIFIED",TX,Starr,427,Starr,""
362821,373527,FWS-1999FLMIR4465,FED,FWS-FMIS,FWS,USFLMIR,"Merritt Island National Wildlife Refuge",FLMIR,"Merritt Island National Wildlife Refuge",,,4465,PINEISLAND,,,,,,1999,2451307.5,129,1600,1.0,Lightning,,,,3.0,B,28.5116667,-80.7216667,7.0,STATE,FL,,,,""
1519387,201208707,2011NY3042NY3042-2011-000094,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY3042,"Fire Department of New York",,NY3042-2011-000094,,,,,,,,2011,2455714.5,153,1438,9.0,Miscellaneous,2455714.5,153,1449,0.1,A,40.75028699,-73.63759794,14.0,"MISSING/NOT SPECIFIED",NY,NASSAU,059,Nassau,""
785565,890890,SCHMIDT_29013462,NONFED,ST-MOMOS,ST/C&L,USMOMOS,"Missouri Department of Conservation",MOMOS,"Missouri Department of Conservation",,,,,,,,,,1995,2449799.5,82,,7.0,Arson,,,,13.0,C,38.10146657,-93.23681249,14.0,"MISSING/NOT SPECIFIED",MO,Benton,015,Benton,""
973266,1101703,TFS_FL_55747,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS5,"FLS Perry District",,0010,,,,,,,,1993,2449016.5,29,,2.0,"Equipment Use",,,,0.1,A,29.71,-83.43,14.0,"MISSING/NOT SPECIFIED",FL,Taylor,123,Taylor,""
56371,56869,FS-281402,FED,FS-FIRESTAT,FS,USUTFIF,"Fishlake National Forest",0408,"Fishlake National Forest",9,,,,,,,,,1993,2449175.5,188,2048,1.0,Lightning,2449175.5,188,2050,0.1,A,38.65,-112.33,5.0,USFS,UT,,,,""
342987,351672,W-95304,FED,DOI-WFMI,BLM,USORVAD,"Vale District",ORVAD,"Vale District",,,N017,"SWEDES LND",,,,,,2000,2451711.5,168,1508,9.0,Miscellaneous,2451712.5,169,1428,222.0,D,44.6396,-117.133,1.0,BLM,OR,Baker,001,Baker,""
523639,563874,SFO-NC0395-01583,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,,,,,,,,,2007,2454171.5,71,,13.0,Missing/Undefined,,,,0.5,B,34.29678,-78.31638,14.0,"MISSING/NOT SPECIFIED",NC,Columbus,047,Columbus,""
962049,1090320,TFS_FL_40453,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS12,"FLS Orlando District",,0061,,,,,,,,1992,2448680.5,59,,6.0,Railroad,,,,600.0,E,27.92,-80.6,14.0,"MISSING/NOT SPECIFIED",FL,Brevard,009,Brevard,""
1208199,1464756,SFO-2009-MFS1622,NONFED,ST-NASF,ST/C&L,USMEMES,"Maine Forest Service",MEMES,"Maine Forest Service",,,,,,,,,,2009,2454935.5,104,,9.0,Miscellaneous,,,,6.0,B,44.982944,-67.455611,14.0,"MISSING/NOT SPECIFIED",ME,Washington,029,Washington,""
1728010,300006183,FS-1522601,FED,FS-FIRESTAT,FS,USWACOF,"Colville National Forest",0621,"Colville National Forest",015,723,EK2S,"SOUTH GROUSE",,,,,,2014,2456862.5,205,1934,1.0,Lightning,2456863.5,206,1755,0.25,A,48.925,-118.255,5.0,USFS,WA,Ferry,019,Ferry,""
922885,1050247,SWRA_SC_63879,NONFED,ST-SCSCS,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS4,"SCS Unit 4",,H810,,,,,,,,2001,2451992.5,83,,5.0,"Debris Burning",,,,2.0,B,34.1406,-79.7264,14.0,"MISSING/NOT SPECIFIED",SC,,,,""
1205775,1461020,SFO-2010-GAGAS-FY2011-Colquitt-036,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA Flint","GAS Flint District",,,,,,,,,,2010,2455558.5,362,,5.0,"Debris Burning",,,,0.47,B,31.20267231,-83.55745478,8.0,PRIVATE,GA,Colquitt,071,Colquitt,""
64990,65652,FS-290298,FED,FS-FIRESTAT,FS,USNMCIF,"Cibola National Forest",0303,"Cibola National Forest",56,,,,,,,,,1994,2449533.5,181,1645,1.0,Lightning,2449534.5,182,1800,0.5,B,35.18333333,-107.6,5.0,USFS,NM,,,,""
1657917,201816502,SFO-2013MTSWS000448,NONFED,ST-NASF,ST/C&L,USMTSWS,"Southwestern Land Office",MTSWS,"Southwestern Land Office",,000448,,"LITTLE FISH",,,,,,2013,2456546.5,254,1515,2.0,"Equipment Use",2456546.5,254,2033,0.25,A,46.9194,-113.3595,7.0,STATE,MT,Missoula,063,Missoula,""
1475426,201143117,2011OKOFS1-2011-10370-A,NONFED,ST-NASF,ST/C&L,USOKOKS,"Oklahoma Division of Forestry",OKOFS,"Oklahoma Forestry Services",,1-2011-10370-A,,10370,,,,,,2011,2455773.5,212,1630,7.0,Arson,2455773.5,212,1630,12.0,C,34.05683333,-94.71333332,8.0,PRIVATE,OK,McCurtain,089,McCurtain,""
610285,658181,SFO-TX01430696-11142522,NONFED,ST-NASF,ST/C&L,USTXWAS,"Texas Forest Service - Woodville Area",TXWAS,"Texas Forest Service - Woodville Area",,,,,,,,,,1996,2450192.5,110,,7.0,Arson,,,,20.0,C,30.30625,-94.52292,14.0,"MISSING/NOT SPECIFIED",TX,Hardin,199,Hardin,""
1178768,1429940,FS-1487648,FED,FS-FIRESTAT,FS,USWACOF,"Colville National Forest",0621,"Colville National Forest",007,461,EK2S,"CAT FACE",,,,,,2010,2455408.5,212,1215,1.0,Lightning,2455410.5,214,1346,0.01,A,48.3444444,-117.538611,5.0,USFS,WA,065,065,Stevens,""
116007,117190,FS-342228,FED,FS-FIRESTAT,FS,USNMGNF,"Gila National Forest",0306,"Gila National Forest",61,,4700,HAY,,,,,,1999,2451342.5,164,1914,1.0,Lightning,2451342.5,164,2300,0.1,A,33.53472222,-108.435,5.0,USFS,NM,,,,""
1747063,300087344,SFO-2014FLFLS2014020256,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2014020256,,"KEMP CEMETARY RD (23)",,,,,,2014,2456847.5,190,1345,4.0,Campfire,2456847.5,190,1943,45.0,C,30.1596,-85.308,8.0,PRIVATE,FL,Gulf,045,Gulf,""
665029,727340,SFO-VA0453-NOT004031,NONFED,ST-NASF,ST/C&L,USVAVAS,"Virginia Department of Forestry",VAVAS,"Virginia Department of Forestry",,,,,,,,,,2008,2454474.5,9,,9.0,Miscellaneous,,,,0.1,A,37.15722,-78.10416,14.0,"MISSING/NOT SPECIFIED",VA,Nottoway,135,Nottoway,""
441845,476009,SFO-GA01150606-42-181-0009-03,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA Washington","GAS Oconee District, Washington Office",,,,,,,,,,2006,2453800.5,65,,9.0,Miscellaneous,,,,2.5,B,33.83642356,-82.39957645,14.0,"MISSING/NOT SPECIFIED",GA,Lincoln,181,Lincoln,""
1082198,1318648,"CDF_1997_56_2232_10936       ",NONFED,ST-CACDF,ST/C&L,USCAMMU,"Merced-Mariposa Unit",CAMMU,"CDF - Merced-Mariposa Unit",,"10936       ",,"HWY. 59                  ",,,,,,1997,2450590.5,142,,3.0,Smoking,,,,0.1,A,37.17888888,-120.48194444,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
1550755,201407807,TFS-TXFD2011-366502,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXSFD,Jefferson,,366502,,"325 FM 248",,,,,,2011,2455609.5,48,,5.0,"Debris Burning",,,,1.0,B,32.799396,-94.326382,13.0,"STATE OR PRIVATE",TX,Marion,315,Marion,""
1311533,1787119,SFO-NY-NY5228-2006-0001693,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY5228,"Fire Department of New York",,NY5228-2006-0001693,,,,,,,,2006,2454046.5,311,0648,9.0,Miscellaneous,2454046.5,311,0648,0.1,A,40.72441061,-73.45015,14.0,"MISSING/NOT SPECIFIED",NY,NASSAU,059,Nassau,""
1618289,201652959,SFO-NC-2012-NCST-045-20120044,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina State Division of Forest Resouces",,NCST-045-20120044,,"OLD CABIN CREEK",,,,,,2012,2456253.5,327,1146,8.0,Children,2456253.5,327,1422,6.9,B,35.21493333,-82.47903333,8.0,PRIVATE,NC,Henderson,089,Henderson,""
146359,147795,FS-374691,FED,FS-FIRESTAT,FS,USAZCOF,"Coconino National Forest",0304,"Coconino National Forest",70,,2300,JACK,,,,,,2002,2452458.5,184,0600,1.0,Lightning,2452458.5,184,0900,0.3,B,34.65611111,-111.16166667,5.0,USFS,AZ,5,005,Coconino,""
1728817,300007001,FWS-2014USUTBBR6020,FED,FWS-FMIS,FWS,USUTBBR,"Bear River Migratory Bird Refuge",USUTBBR,"BEAR RIV MGRTRY BIRD RFG",,,6020,"ROD FIRE",,,,,,2014,2456791.5,134,,13.0,Missing/Undefined,,,"",0.3,B,41.469924,-112.190034,4.0,FWS,UT,"Box Elder",003,"Box Elder",""
1152504,1403404,ALS-HSV-20071011-001,NONFED,ST-ALALS,ST/C&L,USALALS,"Alabama Forestry Commission",ALHSV,"AFC Huntsville",001,HSV-20071011-001,,,,,,,,2007,2454384.5,284,1010,7.0,Arson,2454384.5,284,1323,20.0,C,34.235805,-85.975076,14.0,"MISSING/NOT SPECIFIED",AL,DeKalb,049,DeKalb,""
294241,299796,W-558046,FED,DOI-WFMI,BIA,USNMMEA,"Mescalero Agency",NMMEA,"Mescalero Agency",21,,D2C0,"GOAT SUMMIT 2",,,,,,2007,2454419.5,319,1305,9.0,Miscellaneous,2454419.5,319,1500,0.2,A,33.2301,-105.7461,2.0,BIA,NM,,,,""
1104586,1344755,"CDF_2006_53_2211_005254      ",NONFED,ST-CACDF,ST/C&L,USCALNU,"Sonoma-Lake Napa Unit",CALNU,"Sonoma-Lake Napa Unit",,"005254      ",,"TED                      ",,,,,,2006,2453939.5,204,,9.0,Miscellaneous,,,,1.0,B,38.27888888,-122.32611111,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
1495027,201166139,2011CACDFTCU003658,NONFED,ST-NASF,ST/C&L,USCATCU,"Tuolumne-Calaveras Unit",CATCU,"Tuolumne-Calaveras Unit",,TCU003658,,PROVO,,,,,,2011,2455687.5,126,1208,5.0,"Debris Burning",,,,1.0,B,38.018966,-120.202224,14.0,"MISSING/NOT SPECIFIED",CA,TUOLUMNE,109,Tuolumne,""
396068,429754,SFO-FL01540707-2007-08-0116,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,08-0116,,,,,,,,2007,2454150.5,50,,8.0,Children,,,,0.2,A,29.11083,-82.07528,14.0,"MISSING/NOT SPECIFIED",FL,Marion,083,Marion,""
1814195,300231108,SFO-2015TXLFDX595441,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXLFDX,"Local Fire Department",,595441,,"GRASS FIRE 16 MILES EAST ON HWY 16",,,,,,2015,2457239.5,217,,2.0,"Equipment Use",,,,50.0,C,26.9738224,-99.16,14.0,"MISSING/NOT SPECIFIED",TX,Zapata,505,Zapata,""
694510,772245,MSARCH_8588,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,,,,,,,,,1995,2449788.5,71,1103,7.0,Arson,2449788.5,71,1145,1.0,B,30.38249372,-89.46278998,14.0,"MISSING/NOT SPECIFIED",MS,Hancock,045,Hancock,""
1537304,201393142,TFS-TXFD2009-213842,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXVFD,"Tennessee Colony VFD",,213842,,"JIMMY RAY",,,,,,2009,2455026.5,195,,2.0,"Equipment Use",,,,4.0,B,31.87086035,-95.81629495,13.0,"STATE OR PRIVATE",TX,Anderson,001,Anderson,""
555496,597287,SFO-NJ0285-99_B072904,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJNJB,"New Jersey Forest Fire Service Division B",,B072904,,,,,,,,1999,2451388.5,210,,7.0,Arson,,,,0.25,A,40.18333,-74.41666,14.0,"MISSING/NOT SPECIFIED",NJ,Monmouth,025,Monmouth,""
753719,853960,ODF-1828,NONFED,ST-ORORS,ST/C&L,USOR730S,"Douglas Forest Protective Association",ORODF-731,"Douglas North",139,1828,,"WELLS FARGO",,,,,,1992,2448907.5,286,,5.0,"Debris Burning",2448907.5,286,,12.0,C,43.35416,-123.33374,8.0,PRIVATE,OR,10,019,Douglas,""
539563,580449,SFO-NJ01770505-A111302,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJNJA,"New Jersey Forest Fire Service Division A",,A111302,,,,,,,,2005,2453687.5,317,,2.0,"Equipment Use",,,,0.25,A,40.34097001,-74.55826999,14.0,"MISSING/NOT SPECIFIED",NJ,Hunterdon,019,Hunterdon,""
706023,783912,MSARCH_29387,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,,,,,,,,,1996,2450157.5,75,1458,2.0,"Equipment Use",2450157.5,75,1637,14.0,C,31.38132945,-89.20404541,14.0,"MISSING/NOT SPECIFIED",MS,Forrest,035,Forrest,""
1453047,20008654,MOSFM-10111,NONFED,ST-MOMOS,ST/C&L,USMOMOS,"Missouri Department of Conservation",09652,"SPANISH LAKE FIRE",,,,,,,,,,1999,2451375.5,197,1200,5.0,"Debris Burning",,,,183.0,D,37.99554,-93.02384,8.0,PRIVATE,MO,"ST LOUIS",189,"St. Louis",""
1796675,300208366,W-683540,FED,DOI-WFMI,BLM,USAZASD,"Arizona Strip Field Office",AZASD,"Arizona Strip Field Office",,,JVS6,DUGWAY,,,,,,2015,2457203.5,181,2011,1.0,Lightning,2457204.5,182,1440,0.1,A,36.41265,-113.28822,1.0,BLM,AZ,Mohave,015,Mohave,""
1675185,201839381,SFO-2013GAGAS-FY2013-Brooks-045,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2013-Brooks-045,,FY2013-BROOKS-045,,,,,,2013,2456437.5,145,1638,5.0,"Debris Burning",2456437.5,145,1850,0.79,B,30.85760278,-83.578375,7.0,STATE,GA,Brooks,027,Brooks,""
697593,775375,MSARCH_18297,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,,,,,,,,,1992,2448671.5,50,1130,9.0,Miscellaneous,2448671.5,50,1300,15.0,C,32.97981472,-88.61673795,14.0,"MISSING/NOT SPECIFIED",MS,Noxubee,103,Noxubee,""
1277970,1727338,SFO-NH-1995-590,NONFED,ST-NASF,ST/C&L,USNHNHS,"New Hampshire Division of Forest and Lands",NHDFL,"New Hampshire Division of Forest and Lands",,1995-590,,,,,,,,1995,2449967.5,250,,3.0,Smoking,,,,0.25,A,42.7874039,-72.400553,14.0,"MISSING/NOT SPECIFIED",NH,CHESHIRE,005,Cheshire,""
390424,413586,SFO-AR052621,NONFED,ST-NASF,ST/C&L,USARARS,"Arkansas Forestry Commission",ARARS9,"ARS District 9",,,,,,,,,,2005,2453699.5,329,,5.0,"Debris Burning",,,,11.0,C,35.16529999,-91.63835002,14.0,"MISSING/NOT SPECIFIED",AR,White,145,White,""
1170944,1422038,MSARCH_41969,NONFED,ST-MSMSS,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMSS,"Mississippi Forestry Commission",,32,,,,,,,,1999,2451222.5,44,1606,7.0,Arson,2451222.5,44,1808,20.0,C,31.90227624,-89.22999376,14.0,"MISSING/NOT SPECIFIED",MS,Jasper,061,Jasper,""
1683637,201847982,SFO-2013SCSCS14FF0135,NONFED,ST-NASF,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,14FF0135,,,,,,,,2013,2456608.5,316,1658,7.0,Arson,2456609.5,317,2146,70.0,C,33.41753,-79.993652,8.0,PRIVATE,SC,"Berkeley County",015,Berkeley,""
1834119,300256488,SFO-2015FLFLS2015070092,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2015070092,,"TWO TENT FIRE (10)",,,,,,2015,2457084.5,62,1805,7.0,Arson,2457084.5,62,1930,1.0,B,30.0791,-81.9384,8.0,PRIVATE,FL,Clay,019,Clay,""
1314950,1793712,SFO-WV-2002-21470,NONFED,ST-NASF,ST/C&L,USWVWVS,"West Virginia Division of Forestry",WVDOF,"West Virginia Division of Forestry",,2002-21470,,SPRINGFIELD,,,,,,2002,2452366.5,92,1300,6.0,Railroad,2452366.5,92,1300,2.0,B,39.4782661,-78.70204056,8.0,PRIVATE,WV,Hampshire,027,Hampshire,""
145468,146896,FS-373692,FED,FS-FIRESTAT,FS,USGACHF,"Chattahoochee-Oconee National Forest",0803,"Chattahoochee-Oconee National Forest",107,,3562,"GATES CHAPEL",,,,,,2001,2452230.5,321,1515,7.0,Arson,2452231.5,322,2000,1.0,B,34.80055556,-84.58638889,5.0,USFS,GA,123,123,Gilmer,""
1046491,1176427,TFS_NC_225478,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS312,"NCS Region 3 District 12",,01-018,,"CATAWBA BURRIS FIRE",,,,,,2001,2451947.5,38,,3.0,Smoking,,,,0.1,A,35.55,-81.0167,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
1744619,300084005,SFO-2014IAIAS14560,NONFED,ST-NASF,ST/C&L,USIAIAS,"Iowa Department of Natural Resources",IAIAS,"Iowa Department of Natural Resources",,14560,,,,,,,,2014,2456884.5,227,,2.0,"Equipment Use",,,,1.5,B,43.439363,-93.348856,8.0,PRIVATE,IA,Worth,195,Worth,""
1499768,201175832,2011FLFLS2011101018,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2011101018,,"TRAVLER PALM  (64)",,,,,,2011,2455892.5,331,1700,9.0,Miscellaneous,2455892.5,331,1901,0.3,B,28.9368,-80.8945,8.0,PRIVATE,FL,Volusia,127,Volusia,""
328589,335989,W-545961,FED,DOI-WFMI,BLM,USIDBOD,"Boise District",IDFRD,"Four Rivers Field Office",,,DVH8,HILLTOP,,,,,,2007,2454319.5,219,0543,13.0,Missing/Undefined,2454319.5,219,1200,8.0,B,43.56611,-116.03697,8.0,PRIVATE,ID,Ada,001,Ada,""
1358559,1839603,SFO-FL-2010160339,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2010160339,,"(OK) THE BIG OAK (339)",,,,,,2010,2455344.5,148,1422,1.0,Lightning,2455344.5,148,1422,0.1,A,27.487,-80.9817,8.0,PRIVATE,FL,Okeechobee,093,Okeechobee,""
490799,528019,SFO-MN0349-6075,NONFED,ST-NASF,ST/C&L,USMNMNS,"Minnesota Department of Natural Resources",MNMNS,"Minnesota Department of Natural Resources",,,,,,,,,,2005,2453620.5,250,,7.0,Arson,,,,1.0,B,48.61774315,-96.55922598,14.0,"MISSING/NOT SPECIFIED",MN,Kittson,069,Kittson,""
664161,726450,SFO-VA0453-ACC201132,NONFED,ST-NASF,ST/C&L,USVAVAS,"Virginia Department of Forestry",VAVAS,"Virginia Department of Forestry",,,,,,,,,,2008,2454830.5,365,,5.0,"Debris Burning",,,,1.0,B,37.72083,-76.78056,14.0,"MISSING/NOT SPECIFIED",VA,Accomack,001,Accomack,""
217480,220693,W-561458,FED,DOI-WFMI,BLM,USCACDD,"California Desert District",CACDD,"California Desert District",,,D44Z,LOCAL,,,,,,1999,2451306.5,128,1658,8.0,Children,2451306.5,128,1701,0.1,A,33.96865,-116.50145,8.0,PRIVATE,CA,Riverside,065,Riverside,""
549077,590491,SFO-NJ0285-94_C062005,NONFED,ST-NASF,ST/C&L,USNJNJS,"New Jersey Forest Fire Service",NJNJC,"New Jersey Forest Fire Service Division C",,C062005,,,,,,,,1994,2449523.5,171,,7.0,Arson,,,,0.5,B,39.77083,-74.95416,14.0,"MISSING/NOT SPECIFIED",NJ,Camden,007,Camden,""
973390,1101835,TFS_FL_55882,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS10,"FLS Bunnell District",,0021,,,,,,,,1993,2449048.5,61,,2.0,"Equipment Use",,,,19.0,C,29.39,-81.28,14.0,"MISSING/NOT SPECIFIED",FL,Flagler,035,Flagler,""
583390,629865,SFO-SC0400-9FF0006,NONFED,ST-NASF,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,2008,2454648.5,183,,8.0,Children,,,,0.5,B,34.17897,-79.89204,14.0,"MISSING/NOT SPECIFIED",SC,Florence,041,Florence,""
529553,569894,SFO-NC0414-00450,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,,,,,,,,,2008,2454504.5,39,,13.0,Missing/Undefined,,,,4.0,B,35.34089,-81.69482,14.0,"MISSING/NOT SPECIFIED",NC,Cleveland,045,Cleveland,""
946355,1073932,SWRA_VA_4813,NONFED,ST-VAVAS,ST/C&L,USVAVAS,"Virginia Department of Forestry",VAVAS5,"Tappahannock District",,2371,,,,,,,,1997,2450799.5,351,,2.0,"Equipment Use",,,,7.0,B,36.8858,-80.3483,14.0,"MISSING/NOT SPECIFIED",VA,,,,""
100419,101492,FS-326373,FED,FS-FIRESTAT,FS,USCASQF,"Sequoia National Forest",0513,"Sequoia National Forest",101,,,"LOCO BILL",,,,,,1997,2450696.5,248,0630,1.0,Lightning,2450696.5,248,1600,0.1,A,35.42166667,-118.34833333,5.0,USFS,CA,,,,""
438213,472338,SFO-GA01150606-36-315-0030-03,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA McRae","GAS Ogeechee District, McRae Office",,,,,,,,,,2006,2453795.5,60,,5.0,"Debris Burning",,,,1.97,B,31.90089585,-83.21958275,14.0,"MISSING/NOT SPECIFIED",GA,Wilcox,315,Wilcox,""
783926,889118,SCHMIDT_40007505,NONFED,ST-OKOKS,ST/C&L,USOKOKS,"Oklahoma Division of Forestry",OKOKS,"Oklahoma Division of Forestry",,,,,,,,,,1993,2449019.5,32,1535,13.0,Missing/Undefined,2449019.5,32,1730,0.1,A,33.82989853,-94.74659737,14.0,"MISSING/NOT SPECIFIED",OK,McCurtain,089,McCurtain,""
1683715,201848060,SFO-2013GAGAS-FY2014-Bulloch-002,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2014-Bulloch-002,,FY2014-BULLOCH-002,,,,,,2013,2456544.5,252,1712,5.0,"Debris Burning",2456544.5,252,1732,0.3,B,32.55962222,-81.71736111,8.0,PRIVATE,GA,Bulloch,031,Bulloch,""
1047170,1177106,TFS_NC_226157,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS312,"NCS Region 3 District 12",,01-090,,"LAWYERS RD.",,,,,,2001,2452191.5,282,,3.0,Smoking,,,,0.2,A,35.05,-80.4333,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
514099,554140,SFO-NC01350606-0795,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,,,,,,,,,2006,2453907.5,172,,9.0,Miscellaneous,,,,15.0,C,35.96194998,-81.48061998,14.0,"MISSING/NOT SPECIFIED",NC,Caldwell,027,Caldwell,""
1446524,19969149,WI-42281221998,NONFED,ST-WIWIS,ST/C&L,USWIWIS,"Wisconsin Department of Natural Resources","Dispatch Group 42","Waupaca District",,120,,,,,,,,1998,2450943.5,130,,7.0,Arson,,,,0.4,B,44.841326,-88.54695,14.0,"MISSING/NOT SPECIFIED",WI,59,115,Shawano,""
1809449,300224545,SFO-2015TXLFDX569853,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXLFDX,"Local Fire Department",,569853,,"AEP BOOSTER STATION FIRE",,,,,,2015,2457223.5,201,,11.0,Powerline,,,,2.0,B,33.19024,-99.88939,8.0,PRIVATE,TX,Haskell,207,Haskell,""
1571262,201437645,FS-1511266,FED,FS-FIRESTAT,FS,USWICNF,"Chequamegon-Nicolet National Forest",0913,"Chequamegon-Nicolet National Forest",033,091304033,EK3L,EMBER,,,,,,2012,2456208.5,282,0945,9.0,Miscellaneous,2456208.5,282,1010,0.1,A,45.19777778,-88.60638889,13.0,"STATE OR PRIVATE",WI,083,083,Oconto,""
1310635,1786221,SFO-NY-NY4420-2006-0000067,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY4420,"Fire Department of New York",,NY4420-2006-0000067,,,,,,,,2006,2453790.5,55,1216,9.0,Miscellaneous,2453790.5,55,1216,0.1,A,41.13266044,-74.08355751,14.0,"MISSING/NOT SPECIFIED",NY,ROCKLAND,087,Rockland,""
10465,10513,FS-1437966,FED,FS-FIRESTAT,FS,USAZASF,"Apache-Sitgreaves National Forest",0301,"Apache-Sitgreaves National Forest",1,01,B6TU,NUTRIOSO,,,,,,2006,2453737.5,2,0615,9.0,Miscellaneous,2453737.5,2,1800,0.5,B,33.95055556,-109.21888889,5.0,USFS,AZ,1,001,Apache,""
350113,359350,W-553360,FED,DOI-WFMI,BLM,USWYRAD,"Rawlins Field Office",WYRAD,"Rawlins Field Office",,,D16V,"MILEPOST 286",,,,,,2007,2454412.5,312,1300,9.0,Miscellaneous,2454412.5,312,1730,71.0,C,41.4781,-106.0114,8.0,PRIVATE,WY,Carbon,007,Carbon,""
271853,277059,W-380779,FED,DOI-WFMI,BIA,USMNRLA,"Red Lake Agency",MNRLA,"Red Lake Agency",260,,,RL260,,,,,,2003,2452738.5,99,1315,5.0,"Debris Burning",2452738.5,99,1400,5.0,B,48.0708,-95.0003,2.0,BIA,MN,,,,""
616629,664677,SFO-TX02230705-71276,NONFED,ST-NASF,ST/C&L,USTXWZS,"Texas Forest Service  - West Zone",TXWZS,"Texas Forest Service - West Zone",,,,,,,,,,2005,2453662.5,292,,5.0,"Debris Burning",,,,150.0,D,31.80417,-98.08916,14.0,"MISSING/NOT SPECIFIED",TX,Hamilton,193,Hamilton,""
